ICD9_CODE,LONG_TITLE
38302,Acute mastoiditis with other complications
3831,Chronic mastoiditis
38321,Acute petrositis
3839,Unspecified mastoiditis
38401,Bullous myringitis
38420,"Perforation of tympanic membrane, unspecified"
38582,Cholesterin granuloma of middle ear and mastoid
38589,Other disorders of middle ear and mastoid
38600,"M?ni?re's disease, unspecified"
38610,"Peripheral vertigo, unspecified"
38611,Benign paroxysmal positional vertigo
38612,Vestibular neuronitis
38619,Other peripheral vertigo
3862,Vertigo of central origin
38630,"Labyrinthitis, unspecified"
3869,Unspecified vertiginous syndromes and labyrinthine disorders
3879,"Otosclerosis, unspecified"
38830,"Tinnitus, unspecified"
38832,Objective tinnitus
38842,Hyperacusis
3885,Disorders of acoustic nerve
38860,"Otorrhea, unspecified"
38861,Cerebrospinal fluid otorrhea
38869,Other otorrhea
38870,"Otalgia, unspecified"
38871,Otogenic pain
38872,Referred otogenic pain
3888,Other disorders of ear
38900,"Conductive hearing loss, unspecified"
38903,"Conductive hearing loss, middle ear"
38905,"Conductive hearing loss, unilateral"
38906,"Conductive hearing loss, bilateral"
38908,Conductive hearing loss of combined types
38910,"Sensorineural hearing loss, unspecified"
38912,"Neural hearing loss, bilateral"
38915,"Sensorineural hearing loss, unilateral"
38917,"Sensory hearing loss, unilateral"
38918,"Sensorineural hearing loss, bilateral"
38921,"Mixed hearing loss, unilateral"
38922,"Mixed hearing loss, bilateral"
3897,"Deaf, nonspeaking, not elsewhere classifiable"
3898,Other specified forms of hearing loss
3899,Unspecified hearing loss
390,Rheumatic fever without mention of heart involvement
3910,Acute rheumatic pericarditis
3911,Acute rheumatic endocarditis
3918,Other acute rheumatic heart disease
393,Chronic rheumatic pericarditis
3940,Mitral stenosis
3941,Rheumatic mitral insufficiency
3942,Mitral stenosis with insufficiency
3949,Other and unspecified mitral valve diseases
3950,Rheumatic aortic stenosis
3951,Rheumatic aortic insufficiency
3952,Rheumatic aortic stenosis with insufficiency
3959,Other and unspecified rheumatic aortic diseases
3960,Mitral valve stenosis and aortic valve stenosis
3961,Mitral valve stenosis and aortic valve insufficiency
3962,Mitral valve insufficiency and aortic valve stenosis
3963,Mitral valve insufficiency and aortic valve insufficiency
3968,Multiple involvement of mitral and aortic valves
3969,"Mitral and aortic valve diseases, unspecified"
3970,Diseases of tricuspid valve
3971,Rheumatic diseases of pulmonary valve
39890,"Rheumatic heart disease, unspecified"
39891,Rheumatic heart failure (congestive)
39899,Other rheumatic heart diseases
4010,Malignant essential hypertension
4011,Benign essential hypertension
4019,Unspecified essential hypertension
40200,Malignant hypertensive heart disease without heart failure
40201,Malignant hypertensive heart disease with heart failure
40210,Benign hypertensive heart disease without heart failure
40211,Benign hypertensive heart disease with heart failure
40290,Unspecified hypertensive heart disease without heart failure
40291,Unspecified hypertensive heart disease with heart failure
40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease"
40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease"
40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease"
40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease"
40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease"
40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease"
40501,Malignant renovascular hypertension
40511,Benign renovascular hypertension
40591,Unspecified renovascular hypertension
40599,Other unspecified secondary hypertension
41000,"Acute myocardial infarction of anterolateral wall, episode of care unspecified"
41001,"Acute myocardial infarction of anterolateral wall, initial episode of care"
41002,"Acute myocardial infarction of anterolateral wall, subsequent episode of care"
41010,"Acute myocardial infarction of other anterior wall, episode of care unspecified"
41011,"Acute myocardial infarction of other anterior wall, initial episode of care"
41012,"Acute myocardial infarction of other anterior wall, subsequent episode of care"
41020,"Acute myocardial infarction of inferolateral wall, episode of care unspecified"
41021,"Acute myocardial infarction of inferolateral wall, initial episode of care"
41022,"Acute myocardial infarction of inferolateral wall, subsequent episode of care"
41031,"Acute myocardial infarction of inferoposterior wall, initial episode of care"
41032,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care"
41040,"Acute myocardial infarction of other inferior wall, episode of care unspecified"
41041,"Acute myocardial infarction of other inferior wall, initial episode of care"
41042,"Acute myocardial infarction of other inferior wall, subsequent episode of care"
41051,"Acute myocardial infarction of other lateral wall, initial episode of care"
41061,"True posterior wall infarction, initial episode of care"
41071,"Subendocardial infarction, initial episode of care"
41072,"Subendocardial infarction, subsequent episode of care"
41081,"Acute myocardial infarction of other specified sites, initial episode of care"
41082,"Acute myocardial infarction of other specified sites, subsequent episode of care"
41090,"Acute myocardial infarction of unspecified site, episode of care unspecified"
41091,"Acute myocardial infarction of unspecified site, initial episode of care"
41092,"Acute myocardial infarction of unspecified site, subsequent episode of care"
4110,Postmyocardial infarction syndrome
4111,Intermediate coronary syndrome
41181,Acute coronary occlusion without myocardial infarction
41189,"Other acute and subacute forms of ischemic heart disease, other"
412,Old myocardial infarction
4131,Prinzmetal angina
4139,Other and unspecified angina pectoris
41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
41401,Coronary atherosclerosis of native coronary artery
41402,Coronary atherosclerosis of autologous vein bypass graft
41403,Coronary atherosclerosis of nonautologous biological bypass graft
41404,Coronary atherosclerosis of artery bypass graft
41405,Coronary atherosclerosis of unspecified bypass graft
41410,Aneurysm of heart (wall)
41411,Aneurysm of coronary vessels
41412,Dissection of coronary artery
41419,Other aneurysm of heart
4142,Chronic total occlusion of coronary artery
4144,Coronary atherosclerosis due to calcified coronary lesion
4148,Other specified forms of chronic ischemic heart disease
4149,"Chronic ischemic heart disease, unspecified"
4150,Acute cor pulmonale
41511,Iatrogenic pulmonary embolism and infarction
41512,Septic pulmonary embolism
41513,Saddle embolus of pulmonary artery
41519,Other pulmonary embolism and infarction
4160,Primary pulmonary hypertension
4162,Chronic pulmonary embolism
4168,Other chronic pulmonary heart diseases
4169,"Chronic pulmonary heart disease, unspecified"
4170,Arteriovenous fistula of pulmonary vessels
4171,Aneurysm of pulmonary artery
4178,Other specified diseases of pulmonary circulation
4179,Unspecified disease of pulmonary circulation
4200,Acute pericarditis in diseases classified elsewhere
42090,"Acute pericarditis, unspecified"
42091,Acute idiopathic pericarditis
42099,Other acute pericarditis
4210,Acute and subacute bacterial endocarditis
4219,"Acute endocarditis, unspecified"
4220,Acute myocarditis in diseases classified elsewhere
42290,"Acute myocarditis, unspecified"
42291,Idiopathic myocarditis
42292,Septic myocarditis
42293,Toxic myocarditis
4230,Hemopericardium
4231,Adhesive pericarditis
4232,Constrictive pericarditis
4233,Cardiac tamponade
4238,Other specified diseases of pericardium
4239,Unspecified disease of pericardium
4240,Mitral valve disorders
4241,Aortic valve disorders
4242,"Tricuspid valve disorders, specified as nonrheumatic"
4243,Pulmonary valve disorders
42490,"Endocarditis, valve unspecified, unspecified cause"
42491,Endocarditis in diseases classified elsewhere
42511,Hypertrophic obstructive cardiomyopathy
42518,Other hypertrophic cardiomyopathy
4253,Endocardial fibroelastosis
4254,Other primary cardiomyopathies
4255,Alcoholic cardiomyopathy
4257,Nutritional and metabolic cardiomyopathy
4258,Cardiomyopathy in other diseases classified elsewhere
4259,"Secondary cardiomyopathy, unspecified"
4260,"Atrioventricular block, complete"
42610,"Atrioventricular block, unspecified"
42611,First degree atrioventricular block
42612,Mobitz (type) II atrioventricular block
42613,Other second degree atrioventricular block
4262,Left bundle branch hemiblock
4263,Other left bundle branch block
4264,Right bundle branch block
42650,"Bundle branch block, unspecified"
42651,Right bundle branch block and left posterior fascicular block
42652,Right bundle branch block and left anterior fascicular block
42653,Other bilateral bundle branch block
42654,Trifascicular block
4266,Other heart block
4267,Anomalous atrioventricular excitation
42682,Long QT syndrome
42689,Other specified conduction disorders
4269,"Conduction disorder, unspecified"
4270,Paroxysmal supraventricular tachycardia
4271,Paroxysmal ventricular tachycardia
4272,"Paroxysmal tachycardia, unspecified"
42731,Atrial fibrillation
42732,Atrial flutter
42741,Ventricular fibrillation
42742,Ventricular flutter
4275,Cardiac arrest
42760,"Premature beats, unspecified"
42761,Supraventricular premature beats
42769,Other premature beats
42781,Sinoatrial node dysfunction
42789,Other specified cardiac dysrhythmias
4279,"Cardiac dysrhythmia, unspecified"
4280,"Congestive heart failure, unspecified"
4281,Left heart failure
42820,"Systolic heart failure, unspecified"
42821,Acute systolic heart failure
42822,Chronic systolic heart failure
42823,Acute on chronic systolic heart failure
42830,"Diastolic heart failure, unspecified"
42831,Acute diastolic heart failure
42832,Chronic diastolic heart failure
42833,Acute on chronic diastolic heart failure
42840,"Combined systolic and diastolic heart failure, unspecified"
42841,Acute combined systolic and diastolic heart failure
42842,Chronic combined systolic and diastolic heart failure
42843,Acute on chronic combined systolic and diastolic heart failure
4289,"Heart failure, unspecified"
4290,"Myocarditis, unspecified"
4291,Myocardial degeneration
4292,"Cardiovascular disease, unspecified"
4293,Cardiomegaly
4294,Functional disturbances following cardiac surgery
4295,Rupture of chordae tendineae
4296,Rupture of papillary muscle
